text,song
"I'm not much without you, can't leave",Another Rainy Night (Without You)
if I wanted to. maybe that's why you stay around,Another Rainy Night (Without You)
But tonight I'll sit here tending the fire,Another Rainy Night (Without You)
and pace the floor one hundred times in an hour.,Another Rainy Night (Without You)
And check the voice-mail for a message you've called.,Another Rainy Night (Without You)
I'm all alone,Another Rainy Night (Without You)
"It's just another rainy night, without you.",Another Rainy Night (Without You)
Waiting by the phone. Alone.,Another Rainy Night (Without You)
"It's just another rainy night, without you.",Another Rainy Night (Without You)
Guess I'll leave a light on for you.,Another Rainy Night (Without You)
I know I've said it before,Another Rainy Night (Without You)
hate the sound of the closing door,Another Rainy Night (Without You)
and your footsteps walking away.,Another Rainy Night (Without You)
(solo),Another Rainy Night (Without You)
"But now my take-out food is growing cold,",Another Rainy Night (Without You)
and the candle's burned a hole in the floor.,Another Rainy Night (Without You)
And I'm still waiting for the ring of the phone.v,Another Rainy Night (Without You)
I'm all alone,Another Rainy Night (Without You)
"It's just another rainy night, without you.",Another Rainy Night (Without You)
Waiting by the phone. Alone.,Another Rainy Night (Without You)
"And it's another rainy night, without you.",Another Rainy Night (Without You)
Guess I'll leave a light on for you.,Another Rainy Night (Without You)
"It's just another rainy night, another rainy night,",Another Rainy Night (Without You)
another rainy night without you.,Another Rainy Night (Without You)
"I can't live with you, but I can't live without you",I Can't Live With You
"I can't let you stay, Oooh, but I can't live if you go away",I Can't Live With You
"I don't know just how it goes, all I know is I can't live with you",I Can't Live With You
Yeah I'm having a hard time,I Can't Live With You
I'm walking a fine line between hope and despair,I Can't Live With You
You may think that I don't care,I Can't Live With You
But I travelled a long road to get hold of my sorrow,I Can't Live With You
"I tried to catch a dream, but nothing's what it seems",I Can't Live With You
Love is saying baby it's all right,I Can't Live With You
When deep inside you're really petrified,I Can't Live With You
Lover turns to hater on this escalator,I Can't Live With You
"I can't live with you, yeah, but I can't live without you",I Can't Live With You
"I can't breathe if you stay, but I can't bear you to go away",I Can't Live With You
"I don't know what time it is, all I know is I can't live with you",I Can't Live With You
"We're stuck in a bad place, we're trapped in a rat race",I Can't Live With You
"And we can't escape... maybe, there's been some mistake",I Can't Live With You
"We're trying to make a high score, we're walking through a closed door",I Can't Live With You
"And nobody's winning, we're just sinning against ourselves",I Can't Live With You
Hold on baby tell me it's all right,I Can't Live With You
Anger's breaking from the hurt inside,I Can't Live With You
Passions screaming hotter,I Can't Live With You
Doing what we gotta do - yeah,I Can't Live With You
"I can't live with you, I can't live with you",I Can't Live With You
"I can't live, I can't live",I Can't Live With You
"I can't, I can't live with you",I Can't Live With You
"But baby, I'll never ever, leave you",I Can't Live With You
"I can't live with you, but I can't live without you",I Can't Live With You
"Cos' I'm in love with you, Oooh, and everything about you",I Can't Live With You
I can't live with you,I Can't Live With You
"No I just can't live, I just can't live",I Can't Live With You
I can't live with you,I Can't Live With You
"Yeah, and I can't live without you",I Can't Live With You
Through the madness through the tears,I Can't Live With You
We've still got each other for a million years - yeah,I Can't Live With You
Oooh yeah,I Can't Live With You
"Yeah - I can't live without you - yeah, yeah",I Can't Live With You
I can't live without you,I Can't Live With You
"Yeah, yeah oh, oh, oh",I Can't Live With You
"I can't live without you, I can't live without you, I can't live without you",I Can't Live With You
"Oh oh, I can't live without you, baby, baby, baby",I Can't Live With You
Without you... I can't live without you,I Can't Live With You
"A word in your ear, from father to son",Father To Son
"Hear the word that I say, I fought with you",Father To Son
"Fought on your side, long before you were born",Father To Son
"Joyful the sound, the word goes around",Father To Son
From father to son to son...,Father To Son
and the voice is so clear,Father To Son
"Time after time it keeps, calling you, calling you on",Father To Son
"Don't destroy what you see, your country to be",Father To Son
"Just keep building on the ground, that's been won",Father To Son
"Kings will be crowned, the word goes around",Father To Son
From father to son to son...,Father To Son
Won't you hear us sing,Father To Son
Our family song? Ba ba ba ba ba ba ba ba,Father To Son
"Now we hand it on, but I've heard it all before",Father To Son
"Take this letter that I give you, take it sonny hold it high",Father To Son
You won't understand a word that's in it,Father To Son
But you'll write it all again before you die,Father To Son
"A word in your ear, from father to son",Father To Son
"Funny you don't hear, a single word that I say",Father To Son
"But my letter to you, will stay by your side",Father To Son
"Thru' the years, till the loneliness is gone",Father To Son
"Sing if you will, but the air you breathe, I live to give you",Father To Son
"Father to son father to son, father to son father to son",Father To Son
"Joyful the sound, Word goes around",Father To Son
"Father to son, to son",Father To Son
"Kings will be crowned, Earth goes around",Father To Son
Father to son to son,Father To Son
"So sad her eyes, smiling dark eyes",White Queen (As It Began)
"So sad her eyes, as it began",White Queen (As It Began)
"On such a breathless night as this, upon my brow the lightest kiss",White Queen (As It Began)
I walked alone...,White Queen (As It Began)
"And all around the air did sway, my lady soon will stir this way",White Queen (As It Began)
"In sorrow known, the white queen walks",White Queen (As It Began)
"And the night grows pale, stars of lovingness in her hair",White Queen (As It Began)
"Heeding, unheard, pleading one word",White Queen (As It Began)
"So sad, my eyes, she cannot see",White Queen (As It Began)
How did thee fare what have thee seen,White Queen (As It Began)
"The mother of the willow green, I call her name",White Queen (As It Began)
"And 'neath her window have I stayed, I loved the footsteps that she made",White Queen (As It Began)
"And when she came, white queen how my heart did ache",White Queen (As It Began)
"And dry my lips no word would make, so still I wait",White Queen (As It Began)
"My goddess hear my darkest fear, I speak too late",White Queen (As It Began)
It's for evermore that I wait,White Queen (As It Began)
"Dear friend goodbye, no tears in my eyes",White Queen (As It Began)
"So sad, it ends as it began",White Queen (As It Began)
And then I saw Him in the crowd,Jesus
"A lot of people had gathered round Him, the beggars shouted the lepers called him",Jesus
"The old man said nothing, he just stared about him",Jesus
"All going down to see the Lord Jesus, all going down to see the Lord Jesus",Jesus
All going down,Jesus
"Then came a man before His feet he fell, unclean said the leper and rang his bell",Jesus
"Felt the palm of a hand touch his head, go now go now you're a new man instead",Jesus
"All going down to see the Lord Jesus, all going down to see the Lord Jesus",Jesus
All going down,Jesus
"It all began with the three wise men, followed a star took them to Bethlehem",Jesus
"And made it heard throughout the land, born was a leader of man",Jesus
"All going down to see the Lord Jesus, all going down to see the Lord Jesus",Jesus
All going down,Jesus
"It all began with the three wise men, followed a star took them to Bethlehem",Jesus
"And made it heard throughout the land, born was a leader of man",Jesus
"All going down to see the Lord Jesus, all going down to see the Lord Jesus",Jesus
All going down,Jesus
"From the moment you walked in the joint,",Big Spender
"I could see you were a man of distinction,",Big Spender
A real big spender,Big Spender
Good lookin' so refined,Big Spender
Say wouldn't you like to know what's going on in my mind,Big Spender
So let me get right to the point,Big Spender
I don't pop my cork for every GUY I see,Big Spender
Hey big spender,Big Spender
Spend a little time with me,Big Spender
I don't want to sleep with you,Mother Love
I don't need the passion too,Mother Love
I don't want a stormy affair,Mother Love
To make me feel my life is heading somewhere,Mother Love
All I want is the comfort and care,Mother Love
Just to know that my woman gives me sweet mother love,Mother Love
I've walked too long in this lonely lane,Mother Love
I've had enough of this same old game,Mother Love
I'm a man of the world and they say that I'm strong,Mother Love
"But my heart is heavy, and my hope is gone",Mother Love
"Out in the city, in the cold world outside",Mother Love
"I don't want pity, just a safe place to hide",Mother Love
"Mama please, let me back inside",Mother Love
I don't want to make no waves,Mother Love
But you can give me all the love that I crave,Mother Love
I can't take it if you see me cry,Mother Love
I long for peace before I die,Mother Love
All I want is to know that you're there,Mother Love
You're gonna give me all your sweet mother love,Mother Love
"My body's aching, but I can't sleep",Mother Love
My dreams are all the company I keep,Mother Love
Got such a feeling as the sun goes down,Mother Love
I'm coming home to my sweet mother love,Mother Love
"Oooh.... Oh, Oh, Oh",Coming Soon
I get some headaches when I hit the heights,Coming Soon
"Like in the morning after crazy nights (Ohh, Ohh)",Coming Soon
Like some mother in law in her nylon tights,Coming Soon
"They're always, They're always",Coming Soon
"They're always, They're always... Coming soon",Coming Soon
"Coming soon, on the outside of the tracks",Coming Soon
You take 'em,Coming Soon
The same old babies with the same old toys,Coming Soon
The neighbours screaming when the noise annoys,Coming Soon
Somebody nagging you when you're out with the boys,Coming Soon
"They're always, They're always",Coming Soon
"They're always, They're always... Coming soon",Coming Soon
Coming soon on the outside of the track,Coming Soon
"They're always, They're always",Coming Soon
"They're always, They're always... Coming soon",Coming Soon
